,Month,Day,Hour,Tp,Tmax,Tmin,HR,SolRad,UV,RS
0,1,1,6,1.7,2.05,1.37,78.94,0.29,0.0,0.0
1,1,1,7,1.49,1.98,1.11,81.99,23.58,0.49,12.93
2,1,1,8,5.53,6.53,4.44,68.43,173.38,5.14,153.12
3,1,1,9,11.11,12.0,10.4,48.14,331.63,12.66,342.72
4,1,1,10,15.48,16.24,14.64,36.65,483.22,16.86,427.34
5,1,1,11,18.0,18.56,17.56,29.83,583.61,21.24,519.09
6,1,1,12,19.68,20.18,19.21,26.12,618.1,23.25,555.49
7,1,1,13,21.34,21.73,20.93,22.82,591.02,23.06,540.84
8,1,1,14,22.38,22.87,22.0,20.52,504.0,19.58,461.99
9,1,1,15,22.97,23.33,22.68,18.98,364.67,13.62,343.06
10,1,1,16,23.01,23.34,22.74,18.95,197.93,7.79,222.13
11,1,1,17,20.11,20.93,19.28,23.49,45.5,1.46,45.19
12,1,1,18,15.78,16.15,15.35,31.23,0.29,0.0,0.0
13,1,2,6,2.16,2.37,1.85,73.29,0.29,0.0,0.0
14,1,2,7,2.42,2.96,2.1,74.39,23.37,0.5,13.18
15,1,2,8,6.48,7.34,5.69,61.61,170.66,5.16,149.63
16,1,2,9,11.76,12.57,10.81,45.43,323.93,12.68,332.75
17,1,2,10,16.6,17.25,15.83,34.75,473.15,17.15,420.27
18,1,2,11,19.84,20.33,19.31,31.69,576.41,21.9,512.51
19,1,2,12,22.67,23.16,22.17,29.29,601.3,23.97,544.26
20,1,2,13,24.21,24.82,23.66,29.82,569.66,22.69,521.87
21,1,2,14,24.86,25.22,24.46,30.96,489.68,18.96,444.69
22,1,2,15,25.37,25.7,25.0,27.14,359.07,13.43,336.63
23,1,2,16,24.26,24.67,23.96,26.51,197.26,7.74,222.05
24,1,2,17,21.3,22.09,20.51,31.33,45.55,1.5,45.97
25,1,2,18,17.21,17.55,16.91,39.35,0.29,0.0,0.0
26,1,3,6,4.08,4.68,3.51,79.61,0.36,0.0,0.0
27,1,3,7,4.68,5.13,4.31,75.49,23.92,0.5,13.17
28,1,3,8,8.25,9.19,7.29,64.86,172.32,5.27,152.85
29,1,3,9,15.12,16.13,14.07,48.99,330.84,12.88,340.8
30,1,3,10,19.87,20.46,19.32,39.37,477.11,17.5,427.76
31,1,3,11,23.29,23.91,22.81,33.34,571.76,22.33,513.9
32,1,3,12,25.24,25.68,24.89,28.75,609.38,24.32,548.6
33,1,3,13,25.54,26.02,25.1,27.8,579.14,23.36,532.19
34,1,3,14,25.96,26.3,25.59,27.66,491.96,19.53,453.26
35,1,3,15,25.67,26.04,25.33,28.35,358.55,13.54,335.97
36,1,3,16,25.29,25.64,24.97,28.28,193.78,7.84,218.92
37,1,3,17,22.41,23.15,21.63,35.0,41.35,1.54,43.62
38,1,3,18,18.66,19.23,18.03,40.81,0.29,0.0,0.0
39,1,4,6,8.86,8.98,8.74,77.98,0.29,0.0,0.0
40,1,4,7,8.57,8.97,8.4,76.48,14.17,0.46,7.73
41,1,4,8,12.03,12.94,11.35,63.87,143.69,4.88,119.78
42,1,4,9,16.46,17.14,15.77,48.36,318.48,12.99,328.13
43,1,4,10,20.07,20.57,19.62,40.96,468.3,17.76,418.43
44,1,4,11,22.2,22.62,21.91,40.49,571.08,22.71,509.2
45,1,4,12,23.32,23.82,22.95,39.22,604.05,24.58,540.13
46,1,4,13,23.26,23.66,22.74,42.01,279.98,12.55,243.2
47,1,4,14,22.05,22.63,21.65,54.34,345.44,12.55,274.0
48,1,4,15,22.25,22.53,21.87,50.9,117.67,6.55,120.59
49,1,4,16,19.63,20.16,19.01,69.13,26.14,2.15,33.21
50,1,4,17,17.11,17.38,16.88,87.31,13.42,0.52,22.55
51,1,4,18,16.42,16.52,16.37,93.99,0.29,0.0,0.01
52,1,5,6,13.77,13.92,13.56,96.95,0.41,0.0,0.0
53,1,5,7,12.81,13.03,12.66,98.57,9.22,0.39,6.67
54,1,5,8,13.72,13.92,13.49,97.45,66.69,2.94,70.63
55,1,5,9,15.08,15.37,14.8,93.62,135.61,4.97,125.08
56,1,5,10,17.26,17.67,16.85,84.63,314.76,9.42,252.77
57,1,5,11,18.52,18.96,18.09,78.63,352.8,16.16,464.27
58,1,5,12,19.84,20.34,19.33,67.95,648.32,18.33,462.29
59,1,5,13,20.75,21.34,20.27,58.25,525.19,20.53,550.5
60,1,5,14,21.14,21.64,20.6,53.13,503.18,16.8,428.53
61,1,5,15,21.06,21.57,20.65,52.99,310.05,12.56,345.8
62,1,5,16,20.88,21.11,20.59,46.08,226.56,7.44,232.03
63,1,5,17,18.83,19.31,18.37,51.82,50.16,1.5,52.54
64,1,5,18,16.26,16.57,15.96,66.29,0.29,0.0,0.0
65,1,6,6,10.47,10.68,10.17,93.99,0.29,0.0,0.0
66,1,6,7,9.32,9.6,8.99,96.77,14.29,0.4,11.54
67,1,6,8,10.95,11.48,10.48,96.02,65.97,2.36,59.98
68,1,6,9,14.06,14.65,13.6,88.91,176.16,7.52,199.77
69,1,6,10,18.17,18.63,17.48,70.19,492.49,14.69,390.8
70,1,6,11,18.9,19.57,18.35,64.96,394.82,14.57,331.96
71,1,6,12,20.62,21.1,20.19,57.12,732.13,21.67,552.06
72,1,6,13,20.63,21.22,20.18,55.45,457.46,20.84,544.94
73,1,6,14,20.91,21.52,20.38,52.99,400.93,16.35,412.03
74,1,6,15,21.5,21.89,21.0,48.14,362.19,11.95,344.56
75,1,6,16,21.23,21.59,20.67,48.21,219.03,7.27,221.55
76,1,6,17,19.42,19.86,19.0,55.54,43.52,1.52,46.24
77,1,6,18,17.1,17.44,16.78,64.64,0.29,0.0,0.01
78,1,7,6,4.3,4.51,4.08,99.99,0.34,0.0,0.0
79,1,7,7,4.79,5.15,4.45,99.84,15.74,0.4,9.85
80,1,7,8,7.37,8.09,6.71,97.32,213.31,4.35,145.61
81,1,7,9,12.01,12.68,11.35,85.67,354.92,10.87,342.77
82,1,7,10,15.79,16.39,15.17,72.27,507.21,14.71,432.43
83,1,7,11,18.63,19.01,18.23,54.67,625.6,18.54,499.77
84,1,7,12,19.86,20.25,19.54,40.98,672.17,21.55,557.33
85,1,7,13,20.37,20.69,20.09,39.07,656.24,21.08,554.8
86,1,7,14,20.49,20.86,20.2,38.21,576.48,18.0,485.0
87,1,7,15,19.55,20.08,19.03,47.36,380.27,8.95,225.07
88,1,7,16,17.64,17.79,17.5,52.99,75.79,3.79,79.75
89,1,7,17,16.22,16.57,15.78,65.53,7.91,0.46,10.15
90,1,7,18,14.73,14.88,14.56,80.27,0.29,0.0,0.02
91,1,8,6,6.06,6.43,5.67,97.0,0.31,0.0,0.0
92,1,8,7,5.9,6.42,5.28,97.57,18.37,0.48,11.66
93,1,8,8,8.5,9.27,7.77,90.86,166.74,5.23,155.25
94,1,8,9,13.03,13.62,12.26,75.22,346.86,13.08,337.53
95,1,8,10,15.59,15.89,15.37,59.66,513.15,17.77,427.34
96,1,8,11,16.56,17.07,16.14,53.39,550.73,21.77,510.73
97,1,8,12,17.82,18.35,17.19,45.9,686.24,23.27,535.84
98,1,8,13,18.6,19.2,18.03,41.01,627.32,24.46,579.44
99,1,8,14,19.46,19.87,19.08,35.16,621.24,20.65,513.19
100,1,8,15,18.98,19.54,18.47,35.88,335.88,12.84,334.14
101,1,8,16,18.44,19.03,17.99,37.07,175.46,7.58,231.15
102,1,8,17,17.74,18.17,17.34,39.8,64.74,0.97,53.84
103,1,8,18,14.71,15.32,14.16,54.67,0.34,0.0,0.06
104,1,9,6,4.33,4.72,3.93,91.06,0.34,0.0,0.0
105,1,9,7,2.96,3.25,2.52,94.38,22.38,0.49,11.69
106,1,9,8,5.75,6.52,5.0,86.27,173.86,5.3,150.15
107,1,9,9,10.53,11.21,9.88,68.53,365.91,13.21,351.95
108,1,9,10,14.26,14.83,13.73,50.46,528.69,17.66,439.91
109,1,9,11,16.98,17.59,16.43,39.34,633.57,21.97,527.51
110,1,9,12,18.36,18.83,17.96,32.11,679.34,24.46,571.76
111,1,9,13,19.61,20.1,19.16,25.12,665.87,24.13,564.99
112,1,9,14,20.25,20.54,19.87,22.72,580.71,20.6,486.59
113,1,9,15,20.23,20.66,19.95,23.05,436.66,14.68,364.76
114,1,9,16,20.24,20.58,20.01,22.88,243.77,8.83,249.33
115,1,9,17,18.55,19.2,17.85,27.07,59.47,1.93,60.2
116,1,9,18,14.12,14.71,13.62,38.69,0.29,0.0,0.0
117,1,10,6,3.07,3.36,2.82,85.64,0.29,0.0,0.0
118,1,10,7,3.71,4.1,3.22,83.83,27.11,0.43,18.96
119,1,10,8,6.57,7.27,5.85,79.5,165.8,5.07,138.8
120,1,10,9,11.86,12.61,11.08,58.85,356.54,13.35,339.88
121,1,10,10,15.69,16.24,15.01,41.55,511.31,17.97,429.54
122,1,10,11,18.25,18.85,17.86,33.35,619.81,22.69,524.63
123,1,10,12,20.28,20.74,19.84,27.32,665.48,25.06,565.63
124,1,10,13,21.22,21.66,20.82,23.51,652.16,24.61,555.53
125,1,10,14,22.03,22.45,21.73,21.17,570.35,21.03,477.99
126,1,10,15,22.15,22.44,21.85,21.52,430.28,15.05,359.36
127,1,10,16,22.17,22.4,21.95,21.19,243.86,9.11,247.0
128,1,10,17,20.68,21.19,20.08,24.97,59.45,2.04,63.1
129,1,10,18,16.67,17.15,16.1,36.82,0.29,0.0,0.01
130,1,11,6,8.85,8.99,8.72,72.61,0.29,0.0,0.0
131,1,11,7,7.47,7.96,7.12,78.06,19.21,0.5,13.79
132,1,11,8,10.22,11.12,9.34,68.37,169.88,5.44,156.35
133,1,11,9,14.13,14.62,13.7,49.38,357.75,13.36,346.8
134,1,11,10,16.82,17.28,16.41,36.44,527.85,18.2,446.09
135,1,11,11,18.62,19.02,18.18,31.44,639.1,23.0,540.56
136,1,11,12,19.83,20.18,19.56,28.72,667.34,25.09,575.94
137,1,11,13,21.05,21.54,20.62,25.97,653.41,24.5,563.97
138,1,11,14,21.92,22.35,21.52,24.03,574.92,20.77,479.2
139,1,11,15,22.2,22.58,21.82,22.85,435.18,15.01,368.63
140,1,11,16,21.9,22.16,21.64,21.99,245.89,9.04,251.08
141,1,11,17,20.19,20.7,19.6,22.14,58.2,2.07,63.27
142,1,11,18,16.11,16.66,15.38,27.55,0.29,0.0,0.01
143,1,12,6,1.69,2.08,1.43,81.77,0.29,0.0,0.0
144,1,12,7,1.78,2.32,1.38,81.21,24.11,0.45,16.48
145,1,12,8,6.06,7.05,5.18,67.25,173.28,5.23,173.43
146,1,12,9,11.77,12.69,10.85,47.54,403.64,13.38,393.72
147,1,12,10,16.3,17.07,15.57,34.33,520.65,17.04,442.17
148,1,12,11,19.32,19.7,18.92,23.78,632.8,21.29,530.64
149,1,12,12,21.03,21.4,20.7,20.78,671.93,23.89,573.59
150,1,12,13,22.31,22.74,21.96,18.0,652.16,23.66,558.73
151,1,12,14,23.05,23.47,22.6,17.14,574.12,20.51,486.13
152,1,12,15,23.06,23.37,22.77,17.6,433.74,14.8,367.6
153,1,12,16,22.73,22.99,22.4,17.89,246.18,9.06,255.15
154,1,12,17,20.22,20.85,19.6,21.33,38.06,2.02,50.0
155,1,12,18,16.32,16.92,15.74,28.68,0.29,0.01,0.05
156,1,13,6,1.8,2.05,1.66,84.81,0.41,0.0,0.0
157,1,13,7,2.66,3.37,2.06,84.0,19.94,0.48,14.13
158,1,13,8,6.32,7.34,5.31,68.06,171.57,5.12,153.87
159,1,13,9,12.12,12.89,11.27,45.78,362.07,12.82,348.3
160,1,13,10,16.78,17.76,16.0,32.41,522.42,12.64,345.87
161,1,13,11,19.96,20.44,19.54,23.38,631.45,20.62,517.9
162,1,13,12,21.88,22.32,21.43,18.34,681.41,24.63,582.7
163,1,13,13,23.28,23.82,22.88,16.24,666.04,24.16,569.6
164,1,13,14,24.32,24.68,23.88,14.79,585.15,20.61,494.91
165,1,13,15,24.77,25.1,24.38,14.31,442.38,14.74,371.69
166,1,13,16,24.4,24.68,24.14,15.71,254.85,9.02,261.37
167,1,13,17,22.01,22.72,21.31,18.79,65.56,2.14,68.53
168,1,13,18,18.39,18.9,17.9,35.58,0.29,0.01,0.05
169,1,14,6,4.04,4.46,3.66,77.2,0.36,0.0,0.0
170,1,14,7,4.02,4.35,3.59,76.71,14.1,0.45,11.77
171,1,14,8,6.18,7.24,5.02,67.3,165.44,5.06,155.27
172,1,14,9,12.55,13.23,11.73,44.99,366.46,12.66,353.2
173,1,14,10,16.9,17.54,16.16,32.39,525.87,17.26,442.9
174,1,14,11,20.04,20.51,19.56,26.08,634.34,22.81,538.44
175,1,14,12,22.12,22.58,21.61,20.71,678.01,25.64,584.74
176,1,14,13,23.45,23.69,23.2,17.73,670.62,25.19,575.06
177,1,14,14,24.33,24.74,23.94,15.92,592.29,21.52,499.76
178,1,14,15,24.56,25.0,24.2,14.9,450.27,15.52,379.39
179,1,14,16,23.94,24.26,23.7,16.7,257.96,9.64,266.75
180,1,14,17,21.52,22.31,20.68,21.97,68.41,2.33,71.36
181,1,14,18,16.67,17.23,16.16,35.86,0.34,0.02,0.03
182,1,15,6,2.1,2.42,1.84,83.88,0.29,0.0,0.0
183,1,15,7,3.01,3.48,2.59,80.72,19.28,0.5,13.49
184,1,15,8,6.09,7.03,5.27,63.87,171.62,5.34,156.12
185,1,15,9,11.9,12.84,10.96,44.66,364.97,13.28,353.62
186,1,15,10,16.7,17.32,16.12,32.9,529.7,17.85,443.39
187,1,15,11,20.01,20.63,19.42,25.44,663.89,23.64,553.16
188,1,15,12,22.45,22.92,22.01,19.1,639.7,23.45,508.47
189,1,15,13,24.15,24.57,23.61,16.03,669.13,25.64,574.6
190,1,15,14,24.76,25.11,24.44,14.68,589.13,21.67,494.99
191,1,15,15,25.12,25.36,24.82,14.13,444.67,15.41,373.34
192,1,15,16,24.26,24.54,23.95,16.49,251.3,9.54,261.33
193,1,15,17,21.85,22.53,21.16,20.22,63.7,2.32,67.23
194,1,15,18,17.29,17.8,16.57,28.21,0.29,0.02,0.02
195,1,16,6,3.68,4.1,3.25,72.61,0.34,0.0,0.0
196,1,16,7,3.81,4.28,3.38,74.57,22.23,0.53,15.73
197,1,16,8,7.32,8.38,6.38,66.56,177.22,5.55,158.45
198,1,16,9,13.34,14.11,12.58,51.22,372.42,13.68,356.95
199,1,16,10,17.46,18.05,16.85,38.94,527.73,18.08,438.04
200,1,16,11,19.9,20.41,19.48,32.58,642.5,23.44,543.79
201,1,16,12,21.86,22.38,21.42,25.49,636.9,25.08,559.27
202,1,16,13,23.22,23.7,22.8,19.78,645.16,24.65,562.19
203,1,16,14,23.08,23.4,22.78,19.96,371.65,16.86,352.1
204,1,16,15,23.25,23.64,22.87,19.96,336.36,12.77,287.26
205,1,16,16,22.91,23.21,22.6,19.28,217.6,8.71,204.63
206,1,16,17,20.92,21.33,20.46,27.33,46.54,2.18,53.6
207,1,16,18,18.08,18.62,17.61,38.05,0.63,0.03,0.54
208,1,17,6,3.12,3.39,2.76,82.5,0.48,0.0,0.0
209,1,17,7,3.33,3.85,2.9,82.24,21.1,0.54,14.91
210,1,17,8,7.77,8.86,6.64,67.42,176.69,5.7,159.9
211,1,17,9,13.95,14.77,13.08,48.65,376.86,14.4,365.42
212,1,17,10,18.11,18.83,17.51,32.28,425.0,16.4,344.93
213,1,17,11,20.35,20.84,19.78,24.58,588.34,23.74,528.07
214,1,17,12,22.52,23.08,21.98,20.38,683.59,27.01,590.3
215,1,17,13,24.38,24.84,24.0,18.48,668.72,26.13,579.26
216,1,17,14,26.32,26.68,25.9,14.52,587.47,22.3,503.8
217,1,17,15,27.08,27.29,26.85,14.84,454.01,16.12,385.23
218,1,17,16,27.11,27.41,26.85,15.5,268.7,10.17,279.1
219,1,17,17,24.92,25.64,24.17,18.34,76.27,2.58,77.9
220,1,17,18,20.12,20.8,19.59,29.68,0.34,0.03,0.0
221,1,18,6,3.41,3.85,3.07,76.06,0.29,0.0,0.0
222,1,18,7,5.12,5.76,4.4,68.79,24.86,0.54,16.3
223,1,18,8,9.17,10.01,8.38,56.28,186.95,5.76,173.47
224,1,18,9,17.15,18.49,15.58,33.79,393.45,14.21,383.08
225,1,18,10,21.27,21.67,20.94,22.33,511.68,16.73,394.64
226,1,18,11,22.63,23.19,22.01,22.92,533.42,21.82,480.2
227,1,18,12,26.04,26.69,25.23,17.52,650.01,25.66,589.79
228,1,18,13,28.47,28.98,28.02,11.47,571.59,22.23,493.01
229,1,18,14,29.22,29.67,28.8,10.34,536.39,20.1,459.54
230,1,18,15,29.66,30.02,29.31,10.48,495.67,16.67,417.9
231,1,18,16,29.38,29.67,29.11,10.09,286.15,10.44,296.23
232,1,18,17,26.88,27.61,25.92,12.11,76.95,2.67,79.7
233,1,18,18,20.05,20.93,19.2,21.29,0.36,0.04,0.0
234,1,19,6,6.9,7.54,6.39,51.48,0.29,0.0,0.0
235,1,19,7,6.07,6.65,5.73,55.94,8.62,0.51,5.81
236,1,19,8,8.52,9.78,7.48,49.61,164.52,5.68,151.54
237,1,19,9,16.55,17.58,15.37,31.09,374.28,14.12,370.9
238,1,19,10,21.42,22.01,20.8,23.24,534.9,19.27,458.11
239,1,19,11,25.05,25.74,24.29,15.79,638.23,24.61,553.49
240,1,19,12,27.52,28.07,26.99,13.68,683.8,27.01,598.29
241,1,19,13,29.1,29.67,28.51,12.0,671.56,26.17,588.39
242,1,19,14,29.6,30.12,29.15,11.64,602.87,22.56,514.57
243,1,19,15,29.64,29.92,29.41,11.56,461.52,16.33,391.84
244,1,19,16,28.79,29.04,28.58,13.08,272.11,10.31,282.73
245,1,19,17,26.6,27.33,25.79,16.16,78.55,2.68,80.09
246,1,19,18,20.94,21.59,20.28,23.88,0.44,0.04,0.04
247,1,20,6,4.82,5.3,4.42,79.15,0.31,0.0,0.0
248,1,20,7,5.03,5.68,4.66,76.53,24.06,0.56,15.75
249,1,20,8,8.14,9.02,7.26,65.47,185.33,5.8,169.53
250,1,20,9,15.08,16.19,13.69,47.22,374.74,14.25,370.93
251,1,20,10,20.49,21.17,19.84,30.92,533.02,19.32,461.21
252,1,20,11,23.82,24.54,23.28,22.52,644.41,24.88,560.69
253,1,20,12,26.03,26.53,25.62,16.66,693.44,27.09,602.37
254,1,20,13,27.74,28.29,27.35,14.45,681.44,26.46,593.46
255,1,20,14,28.53,28.92,28.12,12.96,606.08,22.76,520.76
256,1,20,15,28.67,28.95,28.38,12.95,467.96,16.58,394.79
257,1,20,16,28.86,29.11,28.58,14.99,274.23,10.54,287.1
258,1,20,17,26.92,27.66,26.15,18.62,80.23,2.8,84.22
259,1,20,18,22.31,22.87,21.74,32.36,0.58,0.05,0.19
260,1,21,6,5.56,6.58,4.57,77.53,0.46,0.0,0.0
261,1,21,7,7.31,8.46,6.56,68.79,22.52,0.57,15.77
262,1,21,8,10.24,11.46,9.04,66.14,185.62,5.84,172.25
263,1,21,9,17.0,17.79,16.13,43.34,377.85,14.2,372.87
264,1,21,10,21.17,21.71,20.71,30.41,535.33,19.25,461.5
265,1,21,11,23.39,24.14,22.74,24.16,647.16,24.75,563.33
266,1,21,12,25.69,26.19,25.09,18.44,695.12,27.29,611.09
267,1,21,13,27.22,27.74,26.63,15.69,690.58,26.62,602.96
268,1,21,14,27.97,28.36,27.53,14.77,615.93,22.89,529.89
269,1,21,15,28.58,28.91,28.21,14.34,477.28,16.71,402.01
270,1,21,16,28.7,29.01,28.47,14.5,286.52,10.73,295.8
271,1,21,17,26.36,27.14,25.49,19.44,71.57,2.87,74.19
272,1,21,18,21.47,22.22,20.79,34.74,0.72,0.05,0.12
273,1,22,6,4.13,4.45,3.79,87.02,0.46,0.0,0.0
274,1,22,7,5.37,6.16,4.57,75.9,22.26,0.57,14.44
275,1,22,8,9.54,10.56,8.36,57.71,196.36,5.83,178.6
276,1,22,9,15.95,16.83,15.16,38.89,393.42,14.32,386.17
277,1,22,10,20.98,21.75,20.25,24.84,552.4,19.27,475.61
278,1,22,11,24.64,25.24,24.13,16.4,656.33,25.1,578.49
279,1,22,12,26.82,27.32,26.27,12.03,712.98,27.61,625.29
280,1,22,13,28.39,28.82,27.98,10.69,704.13,26.76,614.23
281,1,22,14,29.45,29.83,29.17,10.35,627.39,23.05,539.03
282,1,22,15,29.88,30.18,29.58,10.43,490.29,16.95,412.57
283,1,22,16,29.76,30.01,29.52,10.27,295.09,10.93,304.33
284,1,22,17,27.87,28.76,26.9,12.97,89.02,3.01,92.71
285,1,22,18,22.01,22.82,21.3,20.49,0.51,0.06,0.05
286,1,23,6,4.86,5.35,4.32,61.99,0.29,0.0,0.0
287,1,23,7,4.85,5.58,4.01,59.46,27.25,0.58,18.27
288,1,23,8,8.86,9.72,8.03,47.74,196.65,5.93,180.12
289,1,23,9,16.03,17.3,14.74,31.19,398.2,14.59,393.32
290,1,23,10,21.84,22.41,21.2,18.17,556.21,19.82,481.34
291,1,23,11,25.2,25.76,24.45,14.24,670.09,25.01,577.9
292,1,23,12,28.1,28.78,27.55,11.94,709.53,26.97,611.93
293,1,23,13,29.49,29.89,29.16,10.87,632.51,25.31,571.27
294,1,23,14,30.21,30.58,29.89,10.36,591.38,22.21,519.6
295,1,23,15,29.96,30.33,29.67,11.26,441.75,15.53,369.93
296,1,23,16,28.5,29.03,27.92,13.38,231.75,9.92,259.4
297,1,23,17,24.9,25.48,24.28,18.88,44.66,2.39,45.83
298,1,23,18,20.61,21.22,20.02,26.0,0.53,0.06,0.11
299,1,24,6,4.68,5.13,4.24,78.21,0.36,0.0,0.0
300,1,24,7,3.95,4.6,3.49,78.85,26.0,0.61,17.88
301,1,24,8,8.91,9.9,7.83,59.86,192.02,6.01,175.85
302,1,24,9,14.63,15.39,13.82,44.41,388.35,14.59,381.55
303,1,24,10,19.44,20.27,18.63,32.0,544.12,19.6,469.3
304,1,24,11,22.84,23.24,22.42,25.13,652.45,25.19,566.64
305,1,24,12,24.45,24.97,23.82,22.98,706.47,27.77,615.0
306,1,24,13,25.38,25.71,25.11,21.94,705.21,26.8,598.87
307,1,24,14,25.26,25.77,24.83,23.47,534.44,21.29,477.2
308,1,24,15,24.48,24.81,24.24,23.58,320.09,13.66,292.26
309,1,24,16,24.49,24.75,24.2,23.05,277.59,10.96,299.07
310,1,24,17,22.89,23.45,22.22,27.27,92.88,3.14,95.03
311,1,24,18,18.33,19.0,17.72,36.13,1.16,0.07,0.53
312,1,25,6,4.05,4.5,3.58,77.87,0.29,0.0,0.0
313,1,25,7,3.82,4.34,3.51,77.77,23.2,0.62,16.57
314,1,25,8,8.7,9.66,7.66,62.43,204.28,6.31,204.07
315,1,25,9,13.2,13.92,12.48,47.88,356.88,13.73,352.03
316,1,25,10,17.45,18.08,16.93,38.3,495.26,16.66,380.57
317,1,25,11,19.19,19.81,18.63,34.19,549.24,22.43,507.0
318,1,25,12,21.42,21.95,20.96,27.1,664.76,26.33,609.96
319,1,25,13,23.06,23.5,22.62,22.13,696.02,25.66,602.23
320,1,25,14,23.64,23.99,23.3,19.39,618.78,22.49,532.7
321,1,25,15,23.7,24.09,23.36,18.07,481.41,16.49,405.36
322,1,25,16,23.41,23.72,23.03,16.5,287.12,10.94,306.95
323,1,25,17,21.83,22.46,21.11,18.89,94.86,3.14,97.59
324,1,25,18,18.33,18.66,17.9,30.43,1.21,0.08,0.75
325,1,26,6,2.94,3.32,2.53,77.52,0.29,0.0,0.0
326,1,26,7,2.19,2.71,1.81,80.12,30.63,0.61,21.99
327,1,26,8,6.94,7.65,6.02,63.12,187.09,5.41,174.13
328,1,26,9,11.58,12.52,10.69,47.95,315.41,12.55,302.98
329,1,26,10,16.25,16.91,15.57,33.22,550.9,18.54,471.79
330,1,26,11,19.78,20.35,19.21,24.01,653.17,23.71,571.71
331,1,26,12,21.79,22.36,21.31,19.64,702.49,26.54,620.0
332,1,26,13,23.21,23.9,22.52,17.26,693.53,26.09,610.83
333,1,26,14,23.75,24.16,23.32,16.2,627.73,22.59,539.69
334,1,26,15,24.34,24.81,23.97,15.35,485.92,16.68,412.59
335,1,26,16,24.49,24.81,24.1,15.08,293.71,10.94,307.17
336,1,26,17,23.15,23.84,22.38,18.54,96.55,3.2,100.01
337,1,26,18,18.64,19.42,18.07,29.61,1.4,0.09,1.06
338,1,27,6,2.42,3.46,1.73,67.22,0.84,0.0,0.0
339,1,27,7,4.93,5.55,4.03,54.06,29.96,0.64,20.31
340,1,27,8,9.21,10.3,8.32,40.2,201.96,5.94,185.07
341,1,27,9,15.41,16.32,14.58,26.07,399.31,14.18,392.82
342,1,27,10,19.7,20.08,19.39,16.84,572.5,19.15,491.71
343,1,27,11,21.27,21.65,20.93,15.02,677.89,24.31,589.31
344,1,27,12,22.79,23.12,22.53,12.99,731.04,27.11,639.43
345,1,27,13,23.84,24.15,23.5,12.22,722.69,26.65,630.14
346,1,27,14,24.62,24.92,24.35,11.01,646.15,22.87,553.37
347,1,27,15,25.44,25.73,25.18,9.78,496.76,16.92,423.57
348,1,27,16,25.71,25.92,25.53,8.85,304.81,11.24,321.13
349,1,27,17,24.36,24.86,23.7,9.26,99.33,3.3,100.72
350,1,27,18,19.22,19.94,18.35,14.27,0.82,0.09,0.15
351,1,28,6,4.01,4.23,3.77,54.28,0.29,0.0,0.0
352,1,28,7,4.73,5.27,4.17,50.64,29.21,0.64,18.96
353,1,28,8,8.84,10.0,7.83,43.48,207.35,5.91,184.43
354,1,28,9,16.53,17.38,15.5,24.35,407.38,14.11,392.48
355,1,28,10,20.29,20.76,19.8,16.56,574.02,19.32,488.33
356,1,28,11,22.95,23.44,22.5,13.28,678.3,24.54,589.23
357,1,28,12,24.94,25.41,24.54,10.92,696.91,26.0,617.64
358,1,28,13,26.59,27.08,26.16,9.46,702.15,25.98,624.57
359,1,28,14,27.45,27.88,27.14,8.71,603.4,21.98,537.86
360,1,28,15,27.73,28.05,27.42,8.49,479.74,15.68,385.11
361,1,28,16,27.25,27.72,26.74,9.19,260.76,10.79,286.65
362,1,28,17,24.76,25.82,23.88,11.39,68.72,3.29,78.27
363,1,28,18,19.86,20.29,19.4,19.94,0.92,0.1,0.75
364,1,29,6,2.38,2.57,2.26,80.72,0.29,0.0,0.0
365,1,29,7,2.92,3.43,2.42,74.15,31.57,0.68,21.56
366,1,29,8,7.52,8.62,6.58,58.82,208.7,6.13,189.28
367,1,29,9,15.05,16.08,13.73,36.73,403.42,14.24,395.15
368,1,29,10,20.27,20.83,19.67,22.2,565.21,19.01,483.16
369,1,29,11,23.74,24.53,23.19,17.31,662.56,24.46,582.19
370,1,29,12,26.12,26.54,25.74,14.02,704.56,26.87,631.43
371,1,29,13,27.3,27.87,26.78,13.88,707.29,26.63,627.86
372,1,29,14,28.2,28.48,27.9,13.25,636.06,23.13,555.21
373,1,29,15,28.67,28.99,28.38,11.92,499.56,17.17,426.03
374,1,29,16,28.11,28.46,27.88,12.21,309.18,11.48,325.18
375,1,29,17,26.4,27.03,25.69,15.44,109.2,3.49,112.61
376,1,29,18,21.06,21.75,20.42,26.53,2.32,0.11,1.35
377,1,30,6,4.71,4.97,4.4,76.22,0.36,0.0,0.0
378,1,30,7,4.85,5.44,4.4,74.13,32.22,0.7,22.55
379,1,30,8,9.59,10.56,8.64,56.54,210.0,6.29,189.85
380,1,30,9,15.04,15.83,14.33,40.19,397.82,14.7,394.23
381,1,30,10,20.78,21.65,19.87,28.26,559.66,19.86,484.71
382,1,30,11,24.68,25.2,24.19,19.25,658.75,25.3,580.36
383,1,30,12,27.11,27.63,26.62,14.56,703.36,27.55,626.29
384,1,30,13,27.88,28.31,27.5,12.89,701.59,27.01,621.57
385,1,30,14,28.17,28.51,27.84,13.16,629.47,23.39,549.19
386,1,30,15,27.75,28.18,27.36,19.36,489.03,17.41,419.51
