,Month,Day,Hour,Tp,Tmax,Tmin,HR,SolRad,UV,RS
3577,10,11,12,38.37,38.66,37.97,19.77,808.52,29.16,691.43
3578,10,11,13,38.92,39.23,38.6,19.22,762.28,27.15,653.43
3579,10,11,14,39.08,39.39,38.82,18.45,655.68,22.63,567.49
3580,10,11,15,39.12,39.34,38.9,17.49,500.76,15.97,431.96
3581,10,11,16,38.51,38.71,38.34,18.18,301.19,9.96,297.87
3582,10,11,17,36.78,36.99,36.54,18.44,97.66,2.68,88.38
3583,10,11,18,31.71,32.12,31.25,26.31,0.68,0.05,0.03
3584,10,12,6,18.7,19.0,18.47,53.02,10.91,0.42,12.75
3585,10,12,7,20.85,21.32,20.39,48.41,157.81,5.28,166.03
3586,10,12,8,26.84,27.27,26.44,34.05,368.59,13.83,379.12
3587,10,12,9,32.19,32.55,31.8,21.15,569.03,22.46,567.52
3588,10,12,10,35.47,35.76,35.11,17.68,709.85,25.0,604.67
3589,10,12,11,37.53,37.8,37.22,14.0,794.52,28.34,677.0
3590,10,12,12,38.11,38.42,37.79,13.15,828.85,29.37,701.71
3591,10,12,13,38.54,38.82,38.34,13.25,780.18,27.54,667.0
3592,10,12,14,38.32,38.56,38.06,14.2,671.32,22.84,579.99
3593,10,12,15,38.22,38.44,38.04,13.79,508.68,16.01,439.67
3594,10,12,16,37.8,37.96,37.64,14.41,320.41,9.63,289.72
3595,10,12,17,35.19,35.48,34.93,16.26,51.46,2.24,49.51
3596,10,12,18,31.42,31.68,31.14,20.85,0.53,0.04,0.03
3597,10,13,6,18.11,18.28,17.98,40.01,10.91,0.36,10.53
3598,10,13,7,19.81,20.09,19.55,36.48,101.18,4.34,110.07
3599,10,13,8,26.04,26.55,25.47,23.05,347.39,12.98,340.23
3600,10,13,9,31.09,31.44,30.8,15.61,569.66,20.54,498.48
3601,10,13,10,34.0,34.3,33.67,13.89,708.74,23.55,557.54
3602,10,13,11,35.86,36.21,35.5,13.23,759.28,28.04,662.71
3603,10,13,12,36.81,37.14,36.58,16.21,822.52,28.85,686.29
3604,10,13,13,37.56,38.03,37.0,18.32,773.04,26.99,649.71
3605,10,13,14,37.6,37.84,37.38,18.75,665.14,22.53,566.17
3606,10,13,15,37.71,37.96,37.45,18.89,506.36,15.86,430.39
3607,10,13,16,36.9,37.1,36.72,18.53,306.17,9.88,299.48
3608,10,13,17,34.97,35.23,34.72,21.7,92.16,2.51,86.12
3609,10,13,18,30.46,30.79,30.17,30.08,0.58,0.04,0.17
3610,10,14,6,15.04,15.34,14.7,57.18,10.82,0.39,12.49
3611,10,14,7,19.08,19.6,18.6,44.3,157.86,5.14,165.82
3612,10,14,8,24.88,25.34,24.44,32.16,369.84,13.78,383.68
3613,10,14,9,29.6,29.91,29.34,24.87,559.13,22.51,573.03
3614,10,14,10,33.51,33.82,33.16,19.16,703.33,25.15,613.44
3615,10,14,11,36.11,36.52,35.8,16.47,789.94,28.06,676.29
3616,10,14,12,37.19,37.56,36.89,17.85,820.69,28.87,691.57
3617,10,14,13,37.67,38.11,37.3,17.13,771.5,27.08,655.29
3618,10,14,14,37.87,38.1,37.62,16.82,665.1,22.41,563.59
3619,10,14,15,37.56,37.81,37.3,16.48,504.05,15.7,428.93
3620,10,14,16,36.83,37.06,36.65,16.02,298.88,9.54,289.48
3621,10,14,17,33.94,34.24,33.62,21.21,91.05,2.39,82.51
3622,10,14,18,29.66,29.96,29.33,28.57,0.48,0.03,0.09
3623,10,15,6,16.05,16.5,15.63,52.86,10.28,0.37,11.46
3624,10,15,7,19.08,19.46,18.73,47.27,152.89,5.09,161.05
3625,10,15,8,24.56,25.08,24.14,36.6,362.12,13.63,377.2
3626,10,15,9,29.42,29.67,29.16,28.35,553.82,22.24,565.85
3627,10,15,10,32.74,33.1,32.39,25.19,699.23,24.98,610.93
3628,10,15,11,35.11,35.51,34.71,23.19,792.16,28.2,677.0
3629,10,15,12,36.22,36.64,35.79,20.24,814.12,29.14,691.29
3630,10,15,13,36.76,37.06,36.39,19.51,765.6,27.0,650.0
3631,10,15,14,36.89,37.16,36.6,17.93,658.0,22.34,561.3
3632,10,15,15,36.82,37.09,36.58,15.93,501.39,15.6,429.21
3633,10,15,16,35.17,35.39,34.97,22.87,298.2,9.59,290.57
3634,10,15,17,32.21,32.52,31.91,32.69,89.99,2.33,80.62
3635,10,15,18,28.34,28.57,28.1,38.88,0.44,0.02,0.04
3636,10,16,6,13.24,13.45,13.09,76.82,10.38,0.36,11.07
3637,10,16,7,17.12,17.61,16.61,64.28,158.25,4.96,164.9
3638,10,16,8,23.62,24.1,23.07,47.56,371.53,13.6,385.43
3639,10,16,9,28.71,29.06,28.42,33.26,568.11,22.26,579.65
3640,10,16,10,32.63,33.03,32.26,21.24,713.37,25.0,618.13
3641,10,16,11,35.14,35.54,34.8,16.09,796.11,28.41,683.43
3642,10,16,12,36.34,36.7,36.03,15.32,817.31,29.12,695.0
3643,10,16,13,36.86,37.17,36.55,14.08,777.24,26.51,652.57
3644,10,16,14,36.89,37.17,36.63,14.4,665.1,21.93,565.07
3645,10,16,15,36.63,36.83,36.44,15.01,502.99,15.52,429.7
3646,10,16,16,35.32,35.57,35.07,20.24,297.67,9.48,290.55
3647,10,16,17,32.31,32.6,32.02,34.17,89.55,2.27,80.07
3648,10,16,18,28.33,28.62,28.04,48.4,0.34,0.02,0.04
3649,10,17,6,14.74,14.97,14.52,72.86,8.93,0.34,10.03
3650,10,17,7,18.08,18.5,17.68,62.79,149.85,4.82,157.35
3651,10,17,8,23.74,24.29,23.32,42.4,359.99,13.39,376.8
3652,10,17,9,28.65,28.98,28.32,29.29,550.83,21.98,567.73
3653,10,17,10,31.23,31.49,30.86,25.22,692.42,24.76,609.11
3654,10,17,11,33.59,33.88,33.27,21.82,786.56,28.07,674.43
3655,10,17,12,35.02,35.23,34.77,20.71,812.63,28.87,688.29
3656,10,17,13,35.82,36.07,35.5,21.07,765.51,26.67,649.29
3657,10,17,14,35.88,36.13,35.61,20.03,656.31,22.06,563.04
3658,10,17,15,35.89,36.08,35.71,19.79,493.96,15.32,423.87
3659,10,17,16,34.98,35.15,34.79,19.43,291.2,9.22,284.15
3660,10,17,17,32.49,32.78,32.14,23.65,84.1,2.16,75.52
3661,10,17,18,27.81,28.06,27.54,36.58,0.29,0.01,0.0
3662,10,18,6,13.32,13.56,13.04,68.69,8.4,0.32,9.62
3663,10,18,7,16.96,17.46,16.5,56.56,148.74,4.72,152.75
3664,10,18,8,22.62,23.02,22.2,43.6,361.1,13.0,371.83
3665,10,18,9,27.69,27.99,27.36,34.87,552.08,21.86,562.25
3666,10,18,10,31.11,31.44,30.81,26.08,698.41,24.76,607.31
3667,10,18,11,33.27,33.58,32.92,22.3,788.2,28.21,674.43
3668,10,18,12,34.53,34.89,34.24,18.44,816.39,28.87,688.86
3669,10,18,13,35.17,35.51,34.84,17.35,767.15,26.73,654.86
3670,10,18,14,35.33,35.62,35.03,16.88,652.64,22.0,563.07
3671,10,18,15,35.25,35.51,35.0,17.9,488.6,15.17,419.99
3672,10,18,16,34.43,34.72,34.19,22.69,283.04,9.04,278.75
3673,10,18,17,31.79,32.14,31.46,32.54,75.98,2.04,68.9
3674,10,18,18,28.22,28.4,28.05,51.64,0.29,0.0,0.0
3675,10,19,6,14.73,14.97,14.54,79.15,7.87,0.3,8.98
3676,10,19,7,18.29,18.7,17.86,67.01,144.25,4.5,153.1
3677,10,19,8,23.08,23.38,22.74,49.8,355.84,12.98,367.92
3678,10,19,9,26.92,27.11,26.67,37.59,545.42,21.14,551.13
3679,10,19,10,30.2,30.54,29.87,33.64,680.11,24.14,594.93
3680,10,19,11,32.5,32.8,32.22,30.3,770.63,27.79,662.86
3681,10,19,12,34.19,34.42,33.9,25.74,794.96,28.47,676.86
3682,10,19,13,35.19,35.45,34.98,23.67,752.28,26.32,640.14
3683,10,19,14,35.53,35.81,35.32,23.2,640.24,21.59,550.34
3684,10,19,15,35.64,35.87,35.4,21.63,482.42,15.04,414.83
3685,10,19,16,35.22,35.4,35.04,20.66,283.53,9.0,276.68
3686,10,19,17,32.52,32.9,32.1,23.85,77.34,2.02,69.83
3687,10,19,18,29.05,29.28,28.87,44.46,0.29,0.0,0.0
3688,10,20,6,15.91,16.2,15.7,88.91,7.82,0.28,7.49
3689,10,20,7,18.31,18.68,17.96,82.37,136.33,4.42,143.49
3690,10,20,8,23.9,24.29,23.46,59.32,338.61,12.65,356.13
3691,10,20,9,27.92,28.19,27.6,38.8,523.21,20.78,536.7
3692,10,20,10,31.83,32.14,31.5,28.49,662.73,23.39,578.03
3693,10,20,11,34.91,35.4,34.58,21.52,752.19,26.75,642.29
3694,10,20,12,37.02,37.35,36.66,17.62,774.83,27.3,655.57
3695,10,20,13,38.36,38.82,38.06,15.9,719.74,25.04,616.61
3696,10,20,14,39.3,39.65,39.02,14.88,609.87,20.36,525.4
3697,10,20,15,39.64,39.9,39.43,14.15,451.67,14.02,391.97
3698,10,20,16,39.06,39.2,38.94,14.36,259.92,8.28,256.42
3699,10,20,17,36.84,37.12,36.6,16.71,67.49,1.82,60.91
3700,10,20,18,32.42,32.74,32.08,26.24,0.34,0.0,0.0
3701,10,21,6,18.93,19.09,18.79,46.92,6.18,0.26,6.35
3702,10,21,7,22.76,23.16,22.33,38.88,126.38,4.26,131.92
3703,10,21,8,28.01,28.49,27.57,31.36,326.1,11.83,336.97
3704,10,21,9,33.25,33.59,32.88,23.14,503.8,19.79,519.02
3705,10,21,10,36.34,36.66,36.04,20.12,647.43,22.47,561.59
3706,10,21,11,37.74,38.06,37.47,20.0,735.72,25.84,625.14
3707,10,21,12,38.85,39.1,38.61,19.42,753.25,26.52,637.29
3708,10,21,13,38.88,39.14,38.61,20.67,708.16,24.42,600.99
3709,10,21,14,38.72,38.9,38.54,21.15,599.88,19.91,512.81
3710,10,21,15,38.57,38.81,38.34,21.22,441.92,13.62,380.97
3711,10,21,16,37.5,37.67,37.36,23.07,247.99,7.9,242.92
3712,10,21,17,34.68,34.94,34.38,27.85,61.8,1.67,55.28
3713,10,21,18,31.27,31.45,31.1,32.03,0.29,0.0,0.0
3714,10,22,6,20.13,20.27,19.98,55.07,4.44,0.24,4.97
3715,10,22,7,21.57,21.91,21.3,52.2,89.31,3.87,97.96
3716,10,22,8,26.57,26.99,26.14,41.58,310.22,11.63,329.55
3717,10,22,9,30.89,31.13,30.7,32.04,498.59,19.77,511.55
3718,10,22,10,32.9,33.28,32.52,28.78,629.71,22.43,554.33
3719,10,22,11,34.8,35.22,34.46,26.33,716.46,25.75,625.0
3720,10,22,12,36.04,36.53,35.6,25.43,742.24,26.4,640.43
3721,10,22,13,36.64,36.9,36.39,26.52,697.83,24.41,604.0
3722,10,22,14,36.61,36.87,36.36,28.23,588.53,19.85,512.63
3723,10,22,15,36.53,36.71,36.34,28.64,427.0,13.51,373.26
3724,10,22,16,35.12,35.39,34.82,35.84,233.36,7.68,234.23
3725,10,22,17,32.01,32.23,31.78,45.81,54.31,1.6,49.37
3726,10,22,18,29.39,29.58,29.2,49.92,0.29,0.0,0.0
3727,10,23,6,21.81,21.96,21.66,82.03,3.62,0.23,4.1
3728,10,23,7,23.28,23.55,23.03,80.43,84.38,3.97,112.96
3729,10,23,8,27.8,28.12,27.45,60.45,306.17,11.4,312.3
3730,10,23,9,30.44,30.7,30.17,48.24,482.52,19.28,499.38
3731,10,23,10,31.63,32.01,31.33,44.97,623.63,22.28,553.01
3732,10,23,11,32.94,33.27,32.65,40.77,710.91,25.63,611.71
3733,10,23,12,34.2,34.53,33.92,36.75,730.75,26.29,626.86
3734,10,23,13,35.43,35.85,35.08,33.13,682.67,24.17,588.63
3735,10,23,14,35.88,36.22,35.53,31.86,573.37,19.73,500.94
3736,10,23,15,36.3,36.62,35.99,29.89,416.62,13.38,363.63
3737,10,23,16,35.8,35.98,35.62,30.55,232.06,7.72,230.95
3738,10,23,17,32.69,32.99,32.33,46.52,52.33,1.56,47.49
3739,10,23,18,29.77,29.92,29.6,58.24,0.29,0.0,0.0
3740,10,24,6,19.5,19.68,19.34,91.02,5.07,0.21,5.24
3741,10,24,7,22.0,22.3,21.7,81.33,118.66,3.98,121.26
3742,10,24,8,26.49,26.76,26.17,64.42,308.97,11.57,319.48
3743,10,24,9,29.82,30.11,29.53,52.86,476.67,19.52,504.42
3744,10,24,10,32.11,32.39,31.83,46.75,617.5,20.84,498.39
3745,10,24,11,34.08,34.48,33.69,38.7,738.38,25.58,622.67
3746,10,24,12,35.67,35.99,35.39,32.12,766.18,25.79,621.23
3747,10,24,13,35.66,36.02,35.39,29.47,475.71,20.35,478.99
3748,10,24,14,34.92,35.07,34.8,31.03,301.77,12.47,262.09
3749,10,24,15,35.13,35.43,34.84,30.93,321.18,11.06,269.01
3750,10,24,16,33.66,33.81,33.55,33.71,113.93,4.76,104.48
3751,10,24,17,32.14,32.33,31.95,37.05,22.06,0.87,18.67
3752,10,24,18,29.76,29.95,29.56,40.26,0.29,0.0,0.0
3753,10,25,6,18.7,18.93,18.49,73.15,5.07,0.21,5.19
3754,10,25,7,22.27,22.65,21.86,62.25,121.03,4.11,124.75
3755,10,25,8,27.43,27.87,27.1,46.47,315.19,11.9,326.55
3756,10,25,9,30.8,31.1,30.47,36.98,491.01,19.69,507.43
3757,10,25,10,33.43,33.72,33.1,29.67,628.55,22.77,556.31
3758,10,25,11,34.91,35.24,34.57,25.87,724.28,26.2,623.86
3759,10,25,12,36.0,36.34,35.73,24.49,744.75,26.82,638.14
3760,10,25,13,36.48,36.83,36.16,23.94,691.26,24.73,601.26
3761,10,25,14,36.89,37.16,36.64,23.27,580.32,20.11,510.21
3762,10,25,15,37.35,37.59,37.08,22.66,421.06,13.71,373.61
3763,10,25,16,36.25,36.52,36.04,24.79,235.58,7.82,235.85
3764,10,25,17,33.92,34.12,33.67,30.01,57.16,1.51,50.73
3765,10,25,18,31.5,31.65,31.34,39.21,0.29,0.0,0.0
3766,10,26,6,17.14,17.44,16.9,76.17,5.02,0.2,5.48
3767,10,26,7,19.9,20.29,19.46,66.14,127.69,4.06,129.74
3768,10,26,8,25.17,25.53,24.77,50.2,324.61,11.85,335.68
3769,10,26,9,29.36,29.75,29.01,39.75,498.64,19.99,517.92
3770,10,26,10,32.88,33.25,32.56,31.96,634.1,22.68,561.53
3771,10,26,11,35.19,35.62,34.86,25.76,726.94,25.87,626.71
3772,10,26,12,36.79,37.12,36.5,23.2,750.3,26.56,645.57
3773,10,26,13,38.22,38.6,37.93,19.41,703.14,24.47,611.44
3774,10,26,14,38.54,38.79,38.3,18.2,591.48,19.9,519.43
3775,10,26,15,38.96,39.18,38.74,16.5,425.84,13.31,368.73
3776,10,26,16,38.28,38.42,38.13,15.9,240.07,7.59,236.38
3777,10,26,17,35.71,36.04,35.45,18.78,46.25,1.38,40.11
3778,10,26,18,32.76,32.96,32.58,25.14,0.29,0.0,0.0
3779,10,27,6,18.24,18.43,18.03,61.5,4.44,0.18,4.69
3780,10,27,7,20.54,20.97,20.13,55.3,118.9,3.79,121.02
3781,10,27,8,25.77,26.15,25.42,40.26,317.27,11.42,326.85
3782,10,27,9,30.07,30.4,29.69,30.94,503.66,19.45,511.77
3783,10,27,10,33.35,33.65,33.08,24.23,618.17,21.45,545.24
3784,10,27,11,36.5,36.78,36.24,19.94,710.04,24.39,606.73
3785,10,27,12,38.72,38.96,38.52,17.54,746.3,24.18,590.01
3786,10,27,13,38.08,38.35,37.84,19.42,488.89,19.23,464.04
3787,10,27,14,38.13,38.45,37.82,19.58,559.81,18.25,483.16
3788,10,27,15,37.86,38.06,37.66,20.42,403.34,12.79,360.03
3789,10,27,16,36.82,37.02,36.55,21.4,218.45,7.46,248.22
3790,10,27,17,34.34,34.74,33.93,24.8,49.92,1.37,42.75
3791,10,27,18,30.2,30.39,30.02,32.04,0.29,0.0,0.0
3792,10,28,6,20.78,20.87,20.64,55.03,2.12,0.15,1.79
3793,10,28,7,21.02,21.35,20.67,56.87,59.72,3.0,66.24
3794,10,28,8,25.54,25.86,25.14,44.33,238.97,10.12,264.07
3795,10,28,9,30.21,30.53,29.92,32.59,482.95,18.86,498.98
3796,10,28,10,33.29,33.54,32.98,30.94,615.95,21.6,543.97
3797,10,28,11,34.93,35.28,34.65,28.09,710.23,24.63,601.27
3798,10,28,12,36.0,36.33,35.67,26.39,716.7,25.62,630.29
3799,10,28,13,36.76,37.15,36.44,25.56,685.47,22.43,557.8
3800,10,28,14,36.93,37.26,36.67,25.92,423.96,14.99,354.16
3801,10,28,15,36.17,36.42,35.99,28.02,329.87,10.49,272.1
3802,10,28,16,35.73,35.92,35.55,30.56,226.51,6.9,214.28
3803,10,28,17,32.95,33.18,32.72,34.97,23.37,1.03,21.8
3804,10,28,18,31.11,31.22,30.98,36.44,0.29,0.0,0.0
3805,10,29,6,18.68,18.84,18.53,63.6,2.37,0.16,2.39
3806,10,29,7,20.68,21.0,20.41,60.54,113.11,3.6,117.68
3807,10,29,8,25.75,26.12,25.36,49.51,308.14,10.94,316.65
3808,10,29,9,30.22,30.52,29.95,39.29,480.78,18.77,497.85
3809,10,29,10,33.31,33.66,33.04,32.77,612.67,21.45,543.09
3810,10,29,11,35.46,35.89,35.13,28.16,695.51,24.52,607.71
3811,10,29,12,36.75,37.1,36.39,25.04,715.55,25.12,620.71
3812,10,29,13,37.29,37.66,36.98,24.38,664.13,22.96,583.44
3813,10,29,14,37.31,37.63,37.02,24.27,552.71,18.49,493.64
3814,10,29,15,37.08,37.29,36.85,23.21,398.23,12.44,357.1
3815,10,29,16,36.4,36.56,36.3,24.26,214.49,6.91,217.82
3816,10,29,17,34.05,34.36,33.74,28.52,44.85,1.22,41.05
3817,10,29,18,30.23,30.45,30.0,36.64,0.29,0.0,0.0
3818,10,30,6,18.44,18.54,18.34,59.87,6.32,0.14,7.15
3819,10,30,7,21.28,21.63,20.93,54.26,133.58,3.32,134.4
3820,10,30,8,25.87,26.32,25.43,44.77,306.74,10.7,316.33
3821,10,30,9,30.44,30.69,30.16,34.26,488.26,18.66,498.57
3822,10,30,10,33.31,33.66,33.06,29.51,614.7,21.33,540.83
3823,10,30,11,35.86,36.16,35.55,24.4,700.05,24.52,610.69
3824,10,30,12,37.2,37.62,36.87,20.02,728.44,24.88,614.39
3825,10,30,13,37.81,38.19,37.48,19.15,662.1,22.3,567.64
3826,10,30,14,37.13,37.32,36.91,19.63,467.74,16.14,406.63
3827,10,30,15,36.4,36.65,36.2,20.39,315.58,10.7,275.99
3828,10,30,16,35.87,36.04,35.64,20.8,237.42,7.37,235.3
3829,10,30,17,32.83,33.16,32.51,23.4,40.84,1.09,35.86
3830,10,30,18,29.03,29.23,28.84,29.44,0.29,0.0,0.0
3831,10,31,6,16.12,16.29,15.96,52.82,2.85,0.14,2.42
3832,10,31,7,19.06,19.4,18.71,46.67,117.31,3.53,118.74
3833,10,31,8,24.4,24.84,23.97,36.5,315.29,10.99,321.23
3834,10,31,9,29.51,29.82,29.08,27.57,492.85,18.82,504.1
3835,10,31,10,32.41,32.77,32.07,22.31,593.94,19.32,472.97
3836,10,31,11,34.51,34.88,34.21,20.05,705.74,24.68,621.0
3837,10,31,12,35.53,35.86,35.16,19.17,731.04,25.08,622.97
3838,10,31,13,35.87,36.09,35.61,18.72,660.61,23.21,594.17
3839,10,31,14,35.93,36.22,35.65,18.98,576.07,19.05,514.26
3840,10,31,15,35.21,35.52,34.96,20.31,363.52,12.58,365.26
3841,10,31,16,33.78,34.08,33.5,22.37,161.68,6.04,166.27
3842,10,31,17,31.16,31.5,30.85,28.73,53.68,1.14,52.79
3843,10,31,18,27.54,27.73,27.34,38.08,0.29,0.0,0.0
3844,11,1,6,18.01,18.1,17.9,69.68,1.4,0.12,1.33
3845,11,1,7,18.87,19.23,18.54,65.52,96.94,3.73,112.79
3846,11,1,8,24.67,25.07,24.3,55.04,324.8,10.03,302.63
3847,11,1,9,27.25,27.43,27.04,53.73,388.81,15.01,362.78
3848,11,1,10,28.32,28.46,28.19,53.77,327.7,12.77,269.0
3849,11,1,11,28.43,28.54,28.31,51.52,357.92,14.85,317.16
3850,11,1,12,28.78,28.98,28.63,48.19,367.53,14.29,307.36
3851,11,1,13,28.67,28.82,28.53,45.73,263.54,11.05,232.91
3852,11,1,14,28.18,28.27,28.1,45.58,163.8,6.68,139.41
3853,11,1,15,27.59,27.67,27.5,48.04,103.65,4.08,86.86
3854,11,1,16,26.64,26.76,26.56,52.69,79.17,3.66,93.37
3855,11,1,17,25.98,26.24,25.72,55.51,46.92,1.0,47.52
3856,11,1,18,23.19,23.38,23.06,62.59,0.29,0.0,0.0
3857,11,2,6,12.05,12.35,11.69,96.16,1.35,0.12,2.26
3858,11,2,7,13.28,13.69,12.86,90.25,112.19,3.18,111.1
3859,11,2,8,19.09,19.51,18.65,75.27,312.68,10.16,317.48
3860,11,2,9,23.1,23.31,22.85,56.94,495.02,18.49,507.58
3861,11,2,10,25.02,25.28,24.78,46.97,637.82,21.75,557.89
3862,11,2,11,26.84,27.14,26.54,36.29,729.3,25.07,629.86
3863,11,2,12,27.91,28.21,27.64,32.54,750.59,25.68,648.71
3864,11,2,13,28.56,28.89,28.27,30.56,684.26,23.47,609.31
3865,11,2,14,28.79,29.04,28.52,28.98,558.74,18.84,508.4
3866,11,2,15,29.07,29.24,28.86,25.01,399.96,12.55,360.8
3867,11,2,16,28.66,28.83,28.48,27.58,213.91,6.79,210.65
3868,11,2,17,26.49,26.77,26.18,36.31,41.23,1.07,36.73
3869,11,2,18,22.92,23.1,22.74,48.77,0.29,0.0,0.0
3870,11,3,6,11.25,11.41,11.1,74.76,2.46,0.11,2.4
3871,11,3,7,12.98,13.36,12.63,70.57,111.32,3.22,112.68
3872,11,3,8,18.45,18.81,18.08,49.08,314.27,10.08,316.32
3873,11,3,9,22.36,22.6,22.07,39.5,489.66,18.01,497.77
3874,11,3,10,25.6,25.9,25.26,31.39,627.88,20.61,542.96
3875,11,3,11,27.62,27.96,27.32,24.41,712.6,24.06,618.53
3876,11,3,12,28.92,29.28,28.62,21.12,736.16,24.85,642.57
3877,11,3,13,29.53,29.85,29.14,20.04,682.62,22.79,604.89
3878,11,3,14,29.66,29.95,29.34,19.03,561.69,18.38,506.7
3879,11,3,15,29.66,30.01,29.38,17.93,398.57,12.19,358.96
3880,11,3,16,28.92,29.08,28.76,17.23,215.74,6.55,214.57
3881,11,3,17,26.12,26.51,25.77,18.11,42.19,1.03,37.07
3882,11,3,18,21.72,21.95,21.41,29.28,0.29,0.0,0.0
3883,11,4,6,10.65,10.84,10.46,62.03,2.51,0.11,2.59
3884,11,4,7,12.74,13.02,12.42,57.52,112.72,3.11,110.59
3885,11,4,8,17.59,17.95,17.17,46.4,318.23,10.14,316.88
3886,11,4,9,21.98,22.43,21.6,37.05,401.36,15.29,400.6
3887,11,4,10,24.99,25.45,24.58,34.19,609.34,21.15,551.66
3888,11,4,11,27.49,27.89,27.13,29.12,761.4,24.16,619.37
3889,11,4,12,28.22,28.56,27.93,26.17,724.28,23.5,592.53
3890,11,4,13,29.04,29.33,28.72,24.0,658.63,21.26,549.04
3891,11,4,14,29.04,29.38,28.72,24.2,426.23,16.57,432.7
3892,11,4,15,28.85,29.05,28.69,22.03,285.31,9.46,247.26
3893,11,4,16,28.12,28.23,27.97,23.2,103.16,4.42,110.16
3894,11,4,17,24.89,25.23,24.57,37.11,14.82,0.61,12.51
3895,11,4,18,23.59,23.83,23.29,50.51,0.34,0.0,0.0
3896,11,5,6,13.64,13.87,13.44,71.14,0.77,0.09,0.65
3897,11,5,7,14.32,14.49,14.13,70.12,41.86,1.97,46.27
3898,11,5,8,17.34,17.61,17.11,63.56,115.14,5.49,118.78
3899,11,5,9,20.88,21.17,20.59,50.16,255.76,11.56,267.68
3900,11,5,10,24.16,24.6,23.77,39.29,478.7,13.91,273.57
3901,11,5,11,27.55,27.96,27.12,29.61,726.89,24.17,622.41
3902,11,5,12,29.3,29.65,28.96,26.64,716.85,24.4,625.14
3903,11,5,13,30.59,30.93,30.27,24.82,659.5,22.52,592.5
3904,11,5,14,31.44,31.73,31.17,22.05,541.75,18.12,490.56
3905,11,5,15,31.89,32.21,31.6,21.66,376.12,11.97,343.41
3906,11,5,16,31.27,31.47,31.05,24.07,202.37,6.34,199.48
3907,11,5,17,28.35,28.72,27.89,29.05,35.53,0.94,31.22
3908,11,5,18,24.93,25.05,24.8,43.6,0.34,0.0,0.0
3909,11,6,6,12.18,12.38,12.01,79.59,2.17,0.09,1.78
3910,11,6,7,14.46,14.8,14.05,70.33,105.87,2.93,103.6
3911,11,6,8,19.96,20.34,19.48,53.06,298.97,9.89,302.92
3912,11,6,9,24.38,24.64,24.13,37.46,476.77,17.66,483.33
3913,11,6,10,27.15,27.5,26.81,32.8,609.67,20.33,529.89
3914,11,6,11,29.66,29.98,29.37,27.91,685.52,23.58,602.3
3915,11,6,12,31.59,31.95,31.26,24.62,703.77,24.13,615.86
3916,11,6,13,32.78,33.08,32.45,21.77,650.18,22.04,582.16
3917,11,6,14,32.95,33.38,32.64,20.34,534.61,17.72,483.61
3918,11,6,15,32.98,33.24,32.65,19.76,377.71,11.75,340.43
3919,11,6,16,32.28,32.44,32.11,20.87,202.56,6.22,199.05
3920,11,6,17,28.86,29.28,28.42,28.21,35.58,0.9,31.22
3921,11,6,18,25.37,25.63,25.12,38.39,0.34,0.0,0.0
3922,11,7,6,13.74,13.9,13.58,67.02,1.64,0.08,1.45
3923,11,7,7,15.17,15.62,14.7,62.77,103.21,2.83,102.79
3924,11,7,8,20.89,21.36,20.41,47.81,297.47,9.71,302.92
3925,11,7,9,25.72,25.94,25.49,32.91,473.25,17.35,482.23
3926,11,7,10,28.34,28.63,28.07,27.61,607.89,20.0,529.19
3927,11,7,11,30.69,30.98,30.44,23.42,692.85,22.8,598.2
3928,11,7,12,32.83,33.12,32.5,20.15,702.27,23.4,614.71
3929,11,7,13,34.2,34.48,33.92,16.93,637.87,21.42,582.19
3930,11,7,14,34.3,34.54,34.11,14.71,532.82,16.98,482.19
3931,11,7,15,34.6,34.83,34.34,13.82,370.8,11.09,332.0
3932,11,7,16,33.89,34.09,33.69,16.1,195.04,5.93,194.12
3933,11,7,17,30.46,30.94,30.06,21.34,31.52,0.85,29.44
3934,11,7,18,25.98,26.24,25.74,36.3,0.29,0.0,0.0
3935,11,8,6,13.51,13.7,13.25,64.26,1.98,0.08,1.74
3936,11,8,7,14.85,15.19,14.49,59.06,104.23,2.68,103.52
3937,11,8,8,20.7,21.21,20.16,42.98,296.51,9.46,299.38
3938,11,8,9,26.38,26.76,26.02,28.41,467.55,16.5,467.23
3939,11,8,10,30.51,30.84,30.24,20.6,601.32,19.44,523.67
3940,11,8,11,33.36,33.69,33.04,16.67,689.38,22.57,596.54
3941,11,8,12,35.22,35.5,34.98,14.21,698.55,23.09,611.29
3942,11,8,13,35.93,36.16,35.71,13.01,639.41,21.25,577.37
3943,11,8,14,36.32,36.62,36.1,12.55,524.86,16.77,474.61
3944,11,8,15,36.46,36.65,36.31,11.5,370.42,10.93,328.47
3945,11,8,16,35.65,35.83,35.5,12.68,192.43,5.72,188.03
3946,11,8,17,32.32,32.66,31.91,15.68,29.3,0.8,26.95
3947,11,8,18,28.76,28.94,28.57,18.48,0.29,0.0,0.0
3948,11,9,6,24.62,24.82,24.44,20.63,1.11,0.07,0.77
3949,11,9,7,24.9,25.14,24.69,19.69,95.39,2.68,94.32
3950,11,9,8,26.88,27.03,26.74,17.12,293.9,9.18,292.8
3951,11,9,9,28.9,29.16,28.69,15.03,465.14,16.48,478.38
3952,11,9,10,30.57,30.8,30.31,13.48,601.76,19.26,526.74
3953,11,9,11,31.81,32.06,31.55,12.02,679.19,22.61,597.41
