ID;Year;DOY;TIME;Batt;UV;RS-CM6-A
101;2015;296;1320;13.18;35.79;740
101;2015;296;1330;13.18;35.04;727
101;2015;296;1340;13.18;33.99;712
101;2015;296;1350;13.17;32.26;702
101;2015;296;1400;13.16;32.07;680.3
101;2015;296;1410;13.17;31.18;658.3
101;2015;296;1420;13.16;30;638.9
101;2015;296;1430;13.16;28.74;618.4
101;2015;296;1440;13.16;27.34;590.1
101;2015;296;1450;13.16;25.93;567.3
101;2015;296;1500;13.16;24.43;533.7
101;2015;296;1510;13.16;22.88;511.2
101;2015;296;1520;13.16;21.33;480.8
101;2015;296;1530;13.16;19.72;450.1
101;2015;296;1540;13.16;18.04;416
101;2015;296;1550;13.16;16.37;383.5
101;2015;296;1600;13.16;14.69;351.4
101;2015;296;1610;13.16;13;316.6
101;2015;296;1620;13.17;11.35;279.6
101;2015;296;1630;13.18;9.69;243.6
101;2015;296;1640;13.18;8.1;209
101;2015;296;1650;13.18;6.563;173.1
101;2015;296;1700;13.19;5.124;138.1
101;2015;296;1710;13.2;3.82;104.8
101;2015;296;1720;13.2;2.647;73.4
101;2015;296;1730;13.08;1.643;45.11
101;2015;296;1740;13.03;0.829;20.65
101;2015;296;1750;13.01;0.418;4.006
101;2015;296;1800;13;0.064;0.189
101;2015;296;1810;12.99;0;0
101;2015;296;1820;12.99;0;0
101;2015;296;1830;12.98;0;0
101;2015;296;1840;12.97;0;0
101;2015;296;1850;12.97;0;0
101;2015;296;1900;12.96;0;0
101;2015;296;1910;12.96;0;0
101;2015;296;1920;12.96;0;0
101;2015;296;1930;12.95;0;0
101;2015;296;1940;12.94;0;0
101;2015;296;1950;12.94;0;0
101;2015;296;2000;12.93;0;0
101;2015;296;2010;12.93;0;0
101;2015;296;2020;12.93;0;0
101;2015;296;2030;12.92;0;0
101;2015;296;2040;12.92;0;0
101;2015;296;2050;12.92;0;0
101;2015;296;2100;12.91;0;0
101;2015;296;2110;12.91;0;0
101;2015;296;2120;12.91;0;0
101;2015;296;2130;12.91;0;0
101;2015;296;2140;12.9;0;0
101;2015;296;2150;12.9;0;0
101;2015;296;2200;12.89;0;0
101;2015;296;2210;12.89;0;0
101;2015;296;2220;12.89;0;0
101;2015;296;2230;12.89;0;0
101;2015;296;2240;12.89;0;0
101;2015;296;2250;12.89;0;0
101;2015;296;2300;12.88;0;0
101;2015;296;2310;12.88;0;0
101;2015;296;2320;12.87;0;0
101;2015;296;2330;12.87;0;0
101;2015;296;2340;12.87;0;0
101;2015;296;2350;12.87;0;0
101;2015;296;2400;12.86;0;0
101;2015;297;10;12.86;0;0
101;2015;297;20;12.86;0;0
101;2015;297;30;12.85;0;0
101;2015;297;40;12.85;0;0
101;2015;297;50;12.85;0;0
101;2015;297;100;12.85;0;0
101;2015;297;110;12.84;0;0
101;2015;297;120;12.84;0;0
101;2015;297;130;12.84;0;0
101;2015;297;140;12.84;0;0
101;2015;297;150;12.83;0;0
101;2015;297;200;12.83;0;0
101;2015;297;210;12.83;0;0
101;2015;297;220;12.83;0;0
101;2015;297;230;12.82;0;0
101;2015;297;240;12.82;0;0
101;2015;297;250;12.82;0;0
101;2015;297;300;12.81;0;0
101;2015;297;310;12.81;0;0
101;2015;297;320;12.81;0;0
101;2015;297;330;12.81;0;0
101;2015;297;340;12.81;0;0
101;2015;297;350;12.81;0;0
101;2015;297;400;12.8;0;0
101;2015;297;410;12.8;0;0
101;2015;297;420;12.8;0;0
101;2015;297;430;12.79;0;0
101;2015;297;440;12.79;0;0
101;2015;297;450;12.79;0;0
101;2015;297;500;12.79;0;0
101;2015;297;510;12.79;0;0
101;2015;297;520;12.79;0;0
101;2015;297;530;12.78;0;0
101;2015;297;540;12.78;0;0
101;2015;297;550;12.78;0;0
101;2015;297;600;12.78;0;0
101;2015;297;610;12.77;0;0
101;2015;297;620;12.77;0;0
101;2015;297;630;12.77;0.023;0.403
101;2015;297;640;12.77;0.394;4.738
101;2015;297;650;12.77;0.744;21.85
101;2015;297;700;12.91;1.556;45.03
101;2015;297;710;13.27;2.505;73
101;2015;297;720;13.64;3.641;103.9
101;2015;297;730;13.62;4.912;137.3
101;2015;297;740;13.59;6.325;172.4
101;2015;297;750;13.57;7.82;208
101;2015;297;800;13.55;9.4;243.3
101;2015;297;810;13.53;11.06;279.8
101;2015;297;820;13.51;12.77;314.6
101;2015;297;830;13.49;14.57;349.5
101;2015;297;840;13.46;16.38;383.2
101;2015;297;850;13.44;18.11;414.3
101;2015;297;900;13.42;19.79;447.5
101;2015;297;910;13.4;21.34;477.1
101;2015;297;920;13.39;22.92;507.1
101;2015;297;930;13.37;24.42;534.4
101;2015;297;940;13.35;25.89;563.3
101;2015;297;950;13.34;27.26;589
101;2015;297;1000;13.32;28.59;612
101;2015;297;1010;13.3;29.8;634.6
101;2015;297;1020;13.3;30.95;656.3
101;2015;297;1030;13.28;32;672.7
101;2015;297;1040;13.27;32.87;691.2
101;2015;297;1050;13.26;33.65;708
101;2015;297;1100;13.25;34.35;723
101;2015;297;1110;13.24;34.75;733
101;2015;297;1120;13.24;34.96;739
101;2015;297;1130;13.23;35.16;745
101;2015;297;1140;13.22;35.41;747
101;2015;297;1150;13.21;35.52;751
101;2015;297;1200;13.2;36.07;756
101;2015;297;1210;13.2;36.84;768
101;2015;297;1220;13.19;36.7;766
101;2015;297;1230;13.18;36.49;765
101;2015;297;1240;13.18;36.5;766
101;2015;297;1250;13.17;36.36;762
101;2015;297;1300;13.16;35.92;757
101;2015;297;1310;13.15;35.46;748
101;2015;297;1320;13.15;34.71;732
101;2015;297;1330;13.14;34.06;715
101;2015;297;1340;13.13;33.34;706
101;2015;297;1350;13.12;32.44;693.1
101;2015;297;1400;13.12;31.41;675.8
101;2015;297;1410;13.12;30.35;659.3
101;2015;297;1420;13.12;29.15;635.2
101;2015;297;1430;13.12;27.93;614.6
101;2015;297;1440;13.12;26.59;587.2
101;2015;297;1450;13.11;25.16;560.7
101;2015;297;1500;13.11;23.72;534.5
101;2015;297;1510;13.11;22.21;502.4
101;2015;297;1520;13.11;20.64;474.9
101;2015;297;1530;13.1;19.07;441.8
101;2015;297;1540;13.1;17.44;407.7
101;2015;297;1550;13.1;15.8;379.3
101;2015;297;1600;13.1;14.19;347.3
101;2015;297;1610;13.11;12.51;310.1
101;2015;297;1620;13.11;10.86;271.9
101;2015;297;1630;13.12;9.3;238.3
101;2015;297;1640;13.12;7.75;204.2
101;2015;297;1650;13.12;6.278;169
101;2015;297;1700;13.13;4.878;134.6
101;2015;297;1710;13.14;3.615;101.3
101;2015;297;1720;13.14;2.491;70.3
101;2015;297;1730;13.04;1.546;43.12
101;2015;297;1740;13.01;0.749;19.06
101;2015;297;1750;13;0.395;4.334
101;2015;297;1800;12.99;0.032;0.117
101;2015;297;1810;12.99;0;0
101;2015;297;1820;12.98;0;0
101;2015;297;1830;12.97;0;0
101;2015;297;1840;12.97;0;0
101;2015;297;1850;12.97;0;0
101;2015;297;1900;12.97;0;0
101;2015;297;1910;12.97;0;0
101;2015;297;1920;12.97;0;0
101;2015;297;1930;12.96;0;0
101;2015;297;1940;12.96;0;0
101;2015;297;1950;12.96;0;0
101;2015;297;2000;12.96;0;0
101;2015;297;2010;12.94;0;0
101;2015;297;2020;12.94;0;0
101;2015;297;2030;12.94;0;0
101;2015;297;2040;12.94;0;0
101;2015;297;2050;12.93;0;0
101;2015;297;2100;12.93;0;0
101;2015;297;2110;12.92;0;0
101;2015;297;2120;12.92;0;0
101;2015;297;2130;12.92;0;0
101;2015;297;2140;12.91;0;0
101;2015;297;2150;12.9;0;0
101;2015;297;2200;12.9;0;0
101;2015;297;2210;12.9;0;0
101;2015;297;2220;12.9;0;0
101;2015;297;2230;12.9;0;0
101;2015;297;2240;12.89;0;0
101;2015;297;2250;12.89;0;0
101;2015;297;2300;12.88;0;0
101;2015;297;2310;12.88;0;0
101;2015;297;2320;12.88;0;0
101;2015;297;2330;12.88;0;0
101;2015;297;2340;12.87;0;0
101;2015;297;2350;12.87;0;0
101;2015;297;2400;12.86;0;0
101;2015;298;10;12.87;0;0
101;2015;298;20;12.86;0;0
101;2015;298;30;12.86;0;0
101;2015;298;40;12.86;0;0
101;2015;298;50;12.85;0;0
101;2015;298;100;12.85;0;0
101;2015;298;110;12.85;0;0
101;2015;298;120;12.84;0;0
101;2015;298;130;12.84;0;0
101;2015;298;140;12.83;0;0
101;2015;298;150;12.83;0;0
101;2015;298;200;12.83;0;0
101;2015;298;210;12.83;0;0
101;2015;298;220;12.83;0;0
101;2015;298;230;12.83;0;0
101;2015;298;240;12.83;0;0
101;2015;298;250;12.83;0;0
101;2015;298;300;12.83;0;0
101;2015;298;310;12.83;0;0
101;2015;298;320;12.82;0;0
101;2015;298;330;12.82;0;0
101;2015;298;340;12.82;0;0
101;2015;298;350;12.82;0;0
101;2015;298;400;12.81;0;0
101;2015;298;410;12.81;0;0
101;2015;298;420;12.81;0;0
101;2015;298;430;12.81;0;0
101;2015;298;440;12.81;0;0
101;2015;298;450;12.81;0;0
101;2015;298;500;12.81;0;0
101;2015;298;510;12.81;0;0
101;2015;298;520;12.81;0;0
101;2015;298;530;12.8;0;0
101;2015;298;540;12.8;0;0
101;2015;298;550;12.8;0;0
101;2015;298;600;12.79;0;0
101;2015;298;610;12.79;0;0
101;2015;298;620;12.79;0;0
101;2015;298;630;12.79;0.008;0.341
101;2015;298;640;12.79;0.373;4.057
101;2015;298;650;12.79;0.709;17.83
101;2015;298;700;12.85;1.471;39.37
101;2015;298;710;13.12;2.394;65.79
101;2015;298;720;13.51;3.508;95.5
101;2015;298;730;13.55;4.75;128.6
101;2015;298;740;13.53;6.15;162.5
101;2015;298;750;13.51;7.63;195.6
101;2015;298;800;13.48;9.23;230.7
101;2015;298;810;13.46;10.93;265.5
101;2015;298;820;13.44;12.66;303.3
101;2015;298;830;13.42;14.32;339.1
101;2015;298;840;13.39;15.96;373.8
